raw,author,content,author_action,collaborate
"Rawin Ngamloet ได้แชร์ลิงก์
59 นาที
 
 · 
ฝากด้วยนะครับ ใครมีปัญหาปรึกษาเรื่อง Docker ได้ครับ
เรียน Docker 101 : มาสร้าง Dockerfile กันเถอะ #Justaprogrammingclassroom #เรียนdocker101
YOUTUBE.COM
เรียน Docker 101 : EP.3 สร้าง Dockerfile กันเถอะ
วีดีโอสอนการใช้งาน Docker สำหรับผู้รักเรียนรู้ทุกท่านครับ โดยในตอนนี้จะเน้นถึงเรื่องของการสร้าง Dockerfile สำหรับ bu...
43
ความคิดเห็น 3 รายการ
แชร์ 35 ครั้ง
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น
ดูความคิดเห็นอีก 1 รายการ
Chumrod Witsanu
แชร์ · 1 ชม.
Rawin Ngamloet
ขอบคุณครับ
หยุด GIF ชั่วคราว
GIPHY
แชร์ · 53 นาที",Rawin Ngamloet,"ฝากด้วยนะครับ ใครมีปัญหาปรึกษาเรื่อง Docker ได้ครับ
เรียน Docker 101 : มาสร้าง Dockerfile กันเถอะ #Justaprogrammingclassroom #เรียนdocker101",Rawin Ngamloet ได้แชร์ลิงก์,"43
ความคิดเห็น 3 รายการ
แชร์ 35 ครั้ง"
"Off Jaturapat ได้แชร์ลิงก์
59 นาที
 
 · 
หนังสือฟรีสายคอมอ่านกันฟรีๆ
PATANASONGSIVILAI.COM
แจกหนังสือฟรีสายคอมหลายเล่ม
ช่วงโควิด 19 หลายคนคงกำลังอยู่บ้าน workfrom home หรือกำ…
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น",Off Jaturapat,หนังสือฟรีสายคอมอ่านกันฟรีๆ,Off Jaturapat ได้แชร์ลิงก์,"ถูกใจ
แสดงความคิดเห็น
แชร์"
"กวิน สายอุบล
59 นาที
 
 · 
แอพเป๋าตังมีAPI มั้ยครับ?
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น",กวิน สายอุบล,แอพเป๋าตังมีAPI มั้ยครับ?,กวิน สายอุบล,"ถูกใจ
แสดงความคิดเห็น
แชร์"
"Arkom Thaicharoen ได้แชร์โพสต์  · ==================20 มกราคม เวลา 07:49 น.========================================================================  · ความเร็วเน็ตบ้านมีผลกับการ coding ให้ลดลงไหมถ้าเน็ตเต่าTelecomLover  · ==================19 มกราคม เวลา 15:07 น.========================================================================  · เป็นความภาคภูมิใจของคนไทย ในที่สุด เรามีเน็ตบ้านที่เร็วแรงที่สุดในโลก จัดลำดับโดยสถาบัน Speedtest ที่น่าเชื่อถือและให้การยอมรับในวงการโทรคมสากล ""Ookla Speedtest... ดูเพิ่มเติม143ความคิดเห็น 28 รายการแชร์ 16 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูอีก 14 ความคิดเห็นSahachart Panlawanตอน install package ต้องใช้ เน็ตแรงๆ1 · แชร์ · 2 วันSanti Bandasakโพลลุงตู่เปล่า · แชร์ · 1 วัน",Arkom Thaicharoen,ความเร็วเน็ตบ้านมีผลกับการ coding ให้ลดลงไหมถ้าเน็ตเต่า,Arkom Thaicharoen ได้แชร์โพสต์,"143
ความคิดเห็น 28 รายการ
แชร์ 16 ครั้ง"
Rookie Dev  · ==============================================20 มกราคม เวลา 18:01 น.============================================  · พอจะแนะนำมหาลัยที่เปิดสอนหลักสูตรป.ตรีเสาร์อาทิตย์ในแถวกรุงเทพกับปริมณฑลบ้างครับ1แชร์ 1 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็น,Rookie Dev,พอจะแนะนำมหาลัยที่เปิดสอนหลักสูตรป.ตรีเสาร์อาทิตย์ในแถวกรุงเทพกับปริมณฑลบ้างครับ,Rookie Dev,"1
แชร์ 1 ครั้ง"
Weerasak Chongnguluam ได้แชร์โพสต์  · ==============================================20 มกราคม เวลา 18:01 น.============================================  · DEVdose  · ==============================================20 มกราคม เวลา 16:50 น.============================================  · แยกการเตรียมข้อมูลของ test case เป็นสัดส่วนด้วย ExMachina นอกจากจะทำให้ดูแลง่ายใช้ซ้ำได้แล้ว สิ่งที่สำคัญมากๆคือ ทำให้โค้ดของ test case จริงๆนั้นอ่านง่ายขึ้นเยอ... ดูเพิ่มเติมdev.toใช้ ExMachina ช่วยเตรียมข้อมูลสำหรับ test ของ ElixirExMachina เป็น library ที่ช่วยให้เราจัดเตรียมข้อมูลสำหรับทดสอบให้แยกออกมาอยู่ที่เดียวกัน ทำให้โค้ดที่...6แชร์ 2 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็น,Weerasak Chongnguluam,DEVdose  · ==============================================20 มกราคม เวลา 16:50 น.============================================  · แยกการเตรียมข้อมูลของ test case เป็นสัดส่วนด้วย ExMachina นอกจากจะทำให้ดูแลง่ายใช้ซ้ำได้แล้ว สิ่งที่สำคัญมากๆคือ ทำให้โค้ดของ test case จริงๆนั้นอ่านง่ายขึ้นเยอ... ดูเพิ่มเติมdev.toใช้ ExMachina ช่วยเตรียมข้อมูลสำหรับ test ของ ElixirExMachina เป็น library ที่ช่วยให้เราจัดเตรียมข้อมูลสำหรับทดสอบให้แยกออกมาอยู่ที่เดียวกัน ทำให้โค้ดที่...,Weerasak Chongnguluam ได้แชร์โพสต์,"6
แชร์ 2 ครั้ง"
Aum Satcharinee  · ==============================================14 มกราคม เวลา 07:27 น.============================================  · ขอสอบถามหน่อยคะ เครื่องหมาย    !     อันนี้เวลาเขียนลงในโค้ดแล้ว เขาเรียกว่าเครื่องหมายอะไรหรอคะ28ความคิดเห็น 42 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูอีก 34 ความคิดเห็นMarosdee UmaA != B แปลว่า ไม่เท่ากับ!A แปลว่าให้ทำตรงข้าม ถ้า Yes คือ NoA!.var แปลว่า A ไม่ null (ห้ามใช้ อาจเกิด error ได้) · แชร์ · 5 วันWoraphon Thungsiriเดี๋ยวใจเย็นๆทุกคนเขาไม่ได้ถามความหมายนะก็ถามว่ามันอ่านว่าอะไร! ภาษาไทยเรียกว่าอัศเจรีย์ครับ! ภาษาอังกฤษเรียกว่า Exclamation mark... ดูเพิ่มเติม1 · แชร์ · 2 วัน · แก้ไขแล้ว,,"ขอสอบถามหน่อยคะ 
เครื่องหมาย    !     อันนี้เวลาเขียนลงในโค้ดแล้ว เขาเรียกว่าเครื่องหมายอะไรหรอคะ",Aum Satcharinee,"28
ความคิดเห็น 42 รายการ"
Twitch Nopow  · ====================================================================19 มกราคม เวลา 21:09 น.======================  · เป็นไปได้ไหมครับที่จะใช้ tls 1.2 บน php 5.2เป็นไปได้ไหมครับที่จะใช้ tls 1.2 บน php 5.24ความคิดเห็น 5 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นMakawatt NungwaewdaengWebserver รับไหมเท่านั้นเองครับ (ถ้า php รันผ่าน apache/nginx/iis มันมีวิธีเปิดใช้อยู่ครับ บรรทัดเดียวมั๊ง (ของ nginx)1 · แชร์ · 3 วันการตอบกลับ 4 รายการ,,เป็นไปได้ไหมครับที่จะใช้ tls 1.2 บน php 5.2เป็นไปได้ไหมครับที่จะใช้ tls 1.2 บน php 5.2,Twitch Nopow,"4
ความคิดเห็น 5 รายการ"
เหมียว สวีทเดโค่ สกุชชี่ แก้มยิ้ม  · ====================================================================20 มกราคม เวลา 02:25 น.======================  · ใครเขียน​ React​ Native Expoได้บ้างคร้าขอคำแนะนำทีคร้าใครเขียน​ React​ Native Expoได้บ้างคร้าขอคำแนะนำทีคร้า10ความคิดเห็น 7 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูความคิดเห็นอีก 1 รายการJenphop Sittichotผมใช้ React-native expo ครับ · แชร์ · 3 วันการตอบกลับ 2 รายการเหมียว สวีทเดโค่ สกุชชี่ แก้มยิ้มสอบถามทีค่า​ คือappเอาขึ้นplaystoreนานแล้วแต่อยู่ดีๆก็ดึงข้อมูลจากapiไม่ได้เคยเจอปัญหาไหมค่ะแต่iosไม่เป็นแอบงงมากเลย · แชร์ · 2 วัน · แก้ไขแล้วการตอบกลับ 2 รายการ,เหมียว สวีทเดโค่ สกุชชี่ แก้มยิ้ม,ใครเขียน​ React​ Native Expoได้บ้างคร้าขอคำแนะนำทีคร้าใครเขียน​ React​ Native Expoได้บ้างคร้าขอคำแนะนำทีคร้า,เหมียว สวีทเดโค่ สกุชชี่ แก้มยิ้ม,"10
ความคิดเห็น 7 รายการ"
"Bon Prasertsuwan
18 ชม.
 
 · 
ถามตรงๆ เลยละกัน พี่ ๆ ที่เป็นโปรแกรเมอร์ปกตินอนวันละกี่ชั่วโมงครับ
113
ความคิดเห็น 116 รายการ
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น
ดูความคิดเห็นก่อนหน้า
วรากร เลิศวัฒนพงศ์
วันธรรมดา 4-6 ครับ ถ้าได้หยุดก็ 10+
แชร์ · 1 ชม.
จิตรกร ปั้น
เขานอนกันด้วยหรอครับ พึ่งรู้
2
แชร์ · 35 นาที",,ถามตรงๆ เลยละกัน พี่ ๆ ที่เป็นโปรแกรเมอร์ปกตินอนวันละกี่ชั่วโมงครับ,Bon Prasertsuwan,"113
ความคิดเห็น 116 รายการ"
เจเจ โมดิฟาย  · ========2 ชม.==========  · พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????21 ความคิดเห็นถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นBaze TheCreatorไม่เคยครับ ครอบครัวสนับสนุนในสิ่งที่ผมเลือกเสมอแต่ถ้าผมเจอ สิ่งที่จะทำต่อไปก็คงเป็นการพิสูจน์ตัวเอง หาเหตุผล และผลลัพธ์ที่จับต้องและมองเห็นได้ มารองรับเส้นทางที่เราเลือก โดยเริ่มจากเป้าหมายเล็ก ๆ ก่อนก็ได้... ดูเพิ่มเติม · แชร์ · 26 นาที,เจเจ โมดิฟาย,พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????,เจเจ โมดิฟาย,"2
1 ความคิดเห็น"
Off Jaturapat  · ========1 ชม.==========  · ตัวอย่างโค้ด AI (ปัญญาประดิษฐ์)สำหรับงาน machine learning + deep learning โดยเฉพาะ.แต่เนื่องจากการเซทอัพโปรเจคในเครื่องตัวเองมันแสนยุ่งยาก เวอร์ชั่นไลบรารี่เปลี่ยนทีชีวิตเปลี่ยน... ดูเพิ่มเติม135ความคิดเห็น 5 รายการแชร์ 250 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูอีก 3 ความคิดเห็นสิริรัตน์ บำเพ็ญบุณย์ขอบคุณมากค่ะ กำลังศึกษา · แชร์ · 28 นาทีWatcharaphol Jumpathongได้ของแรร์เลยทีนี้...ขอบคุณครับ · แชร์ · 26 นาที,Off Jaturapat,"ตัวอย่างโค้ด AI (ปัญญาประดิษฐ์)
สำหรับงาน machine learning + deep learning โดยเฉพาะ
.
แต่เนื่องจากการเซทอัพโปรเจคในเครื่องตัวเอง
มันแสนยุ่งยาก เวอร์ชั่นไลบรารี่เปลี่ยนทีชีวิตเปลี่ยน... ดูเพิ่มเติม",Off Jaturapat,"135
ความคิดเห็น 5 รายการ
แชร์ 250 ครั้ง"
Nipa Chamyuang  · =2 ชม.=================  · มีใครพอจะรู้ไหมคะ ว่า SCB แก้ปัญหา SMS Phishing ยังไงบ้าง12ความคิดเห็น 5 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นณัฐพงษ์ เชิดสุพรรณ์เค้าแก้แล้วครับ แก้จาก เบอร์ ที่ เข้ารหัส ตอนส่งไป เพิ่ม device id2 · แชร์ · 2 ชม.การตอบกลับ 2 รายการกันเนอร์ แคร็กเกอร์แก้ไม่หายครับ ล่าสุดมีโดนกันอีกแล้ว · แชร์ · 40 นาทีการตอบกลับ 1 รายการ,Nipa Chamyuang,มีใครพอจะรู้ไหมคะ ว่า SCB แก้ปัญหา SMS Phishing ยังไงบ้าง,Nipa Chamyuang,"12
ความคิดเห็น 5 รายการ"
"Abhichat Wankaew  · =2 ชม.=================  · ถามผู้รู้ flutter ครับเจอแบบนี้ไปยังไงต่อครับทำตามขั้นตอนทุกอย่าง แต่หมอยังหา flutter ไม่เจอ2ความคิดเห็น 5 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูอีก 2 ความคิดเห็นด.ช.ธนาธิป สีมูลคำของผมใช้อยู่ก็เป็นครับ แต่ build ได้ ก็ปล่อยมันแบบนั้นแหละ · แชร์ · 1 ชม.ดั๊บเบิ้ลคลิก คอมพิวเตอร์flutter channel devflutter upgradeflutter config --android-studio-dir=""C:\Program Files\Android\Android Studio""... ดูเพิ่มเติม · แชร์ · 41 นาที",,"ถามผู้รู้ flutter ครับ
เจอแบบนี้ไปยังไงต่อครับ
ทำตามขั้นตอนทุกอย่าง แต่หมอยังหา flutter ไม่เจอ",Abhichat Wankaew,"2
ความคิดเห็น 5 รายการ"
"วันมงคล พานิชกุล
18 ชม.
 
 · 
สถาบันมีผลกับการรับสมัครงานของสายนี้ไหมครับ จะเรียนราชภัฏใกล้บ้านหรือไปในกรุงเทพดี
155
ความคิดเห็น 112 รายการ
แชร์ 2 ครั้ง
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น
ดูความคิดเห็นก่อนหน้า
Karan Sivarat
ถ้าเรื่องสมัครงานก็มีผลบ้างกับองค์กรใหญ่ ๆ ครับ แต่การเลือกที่เรียนสำหรับผมมีผลกับความรู้ ความสามารถของเราที่จะจบออกจากมหาวิทยาลัยครับ (เมื่อเก่งแล้วการหางานก็อาจจะตามมาเอง)
- ที่ว่ามีผลเนี่ยไม่ได้มีกับมหาวิทยาลัยโดยตรง มหาวิทยาลัยให้แค่สิ่งอำนวยความส... ดูเพิ่มเติม
1
แชร์ · 53 นาที · แก้ไขแล้ว
Thitipong Smrvnt
มีคนเคยบอกว่าแค่
ทำได้ กับทำไม่ได้ ...
เรื่องอื่นๆทั้งหมดเป็นเรื่องรองๆลงมา... ดูเพิ่มเติม
แชร์ · 48 นาที · แก้ไขแล้ว",วันมงคล พานิชกุล,สถาบันมีผลกับการรับสมัครงานของสายนี้ไหมครับ จะเรียนราชภัฏใกล้บ้านหรือไปในกรุงเทพดี,วันมงคล พานิชกุล,"155
ความคิดเห็น 112 รายการ
แชร์ 2 ครั้ง"
"Rawin Ngamloet ได้แชร์ลิงก์
1 ชม.
 
 · 
ฝากด้วยนะครับ ใครมีปัญหาปรึกษาเรื่อง Docker ได้ครับ
เรียน Docker 101 : มาสร้าง Dockerfile กันเถอะ #Justaprogrammingclassroom #เรียนdocker101
YOUTUBE.COM
เรียน Docker 101 : EP.3 สร้าง Dockerfile กันเถอะ
วีดีโอสอนการใช้งาน Docker สำหรับผู้รักเรียนรู้ทุกท่านครับ โดยในตอนนี้จะเน้นถึงเรื่องของการสร้าง Dockerfile สำหรับ bu...
43
ความคิดเห็น 3 รายการ
แชร์ 35 ครั้ง
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น
ดูความคิดเห็นอีก 1 รายการ
Chumrod Witsanu
แชร์ · 1 ชม.
Rawin Ngamloet
ขอบคุณครับ
หยุด GIF ชั่วคราว
GIPHY
แชร์ · 54 นาที",Rawin Ngamloet,"ฝากด้วยนะครับ ใครมีปัญหาปรึกษาเรื่อง Docker ได้ครับ
เรียน Docker 101 : มาสร้าง Dockerfile กันเถอะ #Justaprogrammingclassroom #เรียนdocker101",Rawin Ngamloet ได้แชร์ลิงก์,"43
ความคิดเห็น 3 รายการ
แชร์ 35 ครั้ง"
"Off Jaturapat ได้แชร์ลิงก์
1 ชม.
 
 · 
หนังสือฟรีสายคอมอ่านกันฟรีๆ
PATANASONGSIVILAI.COM
แจกหนังสือฟรีสายคอมหลายเล่ม
ช่วงโควิด 19 หลายคนคงกำลังอยู่บ้าน workfrom home หรือกำ…
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น",Off Jaturapat,หนังสือฟรีสายคอมอ่านกันฟรีๆ,Off Jaturapat ได้แชร์ลิงก์,"ถูกใจ
แสดงความคิดเห็น
แชร์"
"กวิน สายอุบล
1 ชม.
 
 · 
แอพเป๋าตังมีAPI มั้ยครับ?
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น",กวิน สายอุบล,แอพเป๋าตังมีAPI มั้ยครับ?,กวิน สายอุบล,"ถูกใจ
แสดงความคิดเห็น
แชร์"
Empty Empty  · ====================================================================20 มกราคม เวลา 07:38 น.======================  · จบใหม่กำลังจะหางานครับ สนใจอยากจะศึกษาการเขียนเทสดู มี framework ตัวใหนแนะนำไหมครับ ตอนนี้กำลังคิดว่าว่าจะศึกษา cypress ดู5ถูกใจแสดงความคิดเห็นแชร์ความคิดเห็น,,จบใหม่กำลังจะหางานครับ สนใจอยากจะศึกษาการเขียนเทสดู มี framework ตัวใหนแนะนำไหมครับ ตอนนี้กำลังคิดว่าว่าจะศึกษา cypress ดู,Empty Empty,5
Rungwit Chaypetch  · ==========================================================20 มกราคม เวลา 04:50 น.================================  · จะเริ่มต้นใช้งาน Crystal Report ต้องติดตั้งโปรแกรมอะไรบ้าง ต้องซื้อหรือปล่าวครับ ใช้งานกับ PHP บน IIS ได้หรือปล่าว4ความคิดเห็น 2 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นWichate Artsawangแนะนำ jasper report ครับ ติดตั้งได้ทั้ง linux และ windows (เป็น tomcat นะ รับค่าผ่าน get ธรรมดา แสดงรายงานเป็น pdf doc xls csv ได้หมด)1 · แชร์ · 2 วันChaiyadej Boonsaiแพงทั้งสองตัวเลย birt ฟรี แต่ใช้ยาก1 · แชร์ · 2 วัน,,จะเริ่มต้นใช้งาน Crystal Report ต้องติดตั้งโปรแกรมอะไรบ้าง ต้องซื้อหรือปล่าวครับ ใช้งานกับ PHP บน IIS ได้หรือปล่าว,Rungwit Chaypetch,"4
ความคิดเห็น 2 รายการ"
Beam Warasanan ได้แชร์โพสต์  · ==========================================================20 มกราคม เวลา 03:20 น.================================  · Senna Lens ซอฟต์แวร์ AI สำหรับกล้องวงจรปิด  · ==========================================================20 มกราคม เวลา 02:50 น.================================  · Emotional Detection ตรวจจับอารมณ์ ความรู้สึก​​จะเป็นอย่างไรถ้าเราสามารถรับรู้ได้ลูกค้าว่ารู้สึกอย่างไรต่อสินค้าและบริการแบบเบื้องต้นโดยที่ยังไม่ต้องทำแบบสอบ... ดูเพิ่มเติมsennalens.comEmotional Detection ตรวจจับอารมณ์ ความรู้สึกจะเป็นอย่างไรถ้าเราสามารถรับรู้ได้ลูกค้าว่ารู้สึกอย่างไรต่อสินค้าและบริการแบบเบื้องต้น โดยที่ยังไม่ต.....31 ความคิดเห็นถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นฤดีกร ชยาภัคภัทรสกุลอันนี้ใช้ machine learning เขียนระบบใช่มั้ยคะ · แชร์ · 2 วัน,Beam Warasanan,Senna Lens ซอฟต์แวร์ AI สำหรับกล้องวงจรปิด  · ==========================================================20 มกราคม เวลา 02:50 น.================================  · Emotional Detection ตรวจจับอารมณ์ ความรู้สึก​​จะเป็นอย่างไรถ้าเราสามารถรับรู้ได้ลูกค้าว่ารู้สึกอย่างไรต่อสินค้าและบริการแบบเบื้องต้นโดยที่ยังไม่ต้องทำแบบสอบ... ดูเพิ่มเติมsennalens.comEmotional Detection ตรวจจับอารมณ์ ความรู้สึกจะเป็นอย่างไรถ้าเราสามารถรับรู้ได้ลูกค้าว่ารู้สึกอย่างไรต่อสินค้าและบริการแบบเบื้องต้น โดยที่ยังไม่ต.....,Beam Warasanan ได้แชร์โพสต์,"3
1 ความคิดเห็น"
Twitch Nopow  · ==========================================================19 มกราคม เวลา 08:44 น.================================  · สอบถามเรื่อง share host ทั่วไปหน่อยครับ ว่าปัจจุบันส่วนใหญ่ สามารถใช้ LET'S ENCRYPT ได้ไหมครับ หรือต้องเป็น vps เท่านั้นครับความคิดเห็น 6 รายการถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นSurachai Chenchirotphiphatผมใช้ share host อยู่ เขามี let's encrypt ให้ครับ แรก ๆ ก็มีปัญหาบ้าง เขาก็แก้ไขให้ ก็ต้องเลือกเจ้าที่มีล่ะครับ1 · แชร์ · 3 วัน · แก้ไขแล้วSujane Panjantraใช้งานได้ครับ เดี่ยวนี้มีถึง Wildcard SSL 1 · แชร์ · 3 วันการตอบกลับ 4 รายการ,,สอบถามเรื่อง share host ทั่วไปหน่อยครับ ว่าปัจจุบันส่วนใหญ่ สามารถใช้ LET'S ENCRYPT ได้ไหมครับ หรือต้องเป็น vps เท่านั้นครับ,Twitch Nopow,ความคิดเห็น 6 รายการ
Patcharin Mangmalai  · ===================================================================17 มกราคม เวลา 06:15 น.=======================  · ขอสอบถามค่ะ พอดีเพิ่งเริ่มเรียน coding แล้วรู้สึกว่าตัวเองมีปัญหากับขั้นตอนการคิดมากๆ คือพอตรงนี้ไม่ได้ ก็โค้ดไม่ได้ไปด้วย โจทย์ที่เวลาอาจารย์สั่ง พอเริ่มใช้สมการยากๆก็บอดเลยค่ะTT พี่ๆมีวิธีฝึกคิดกันยังไงบ้างหรอคะ;;178ความคิดเห็น 90 รายการแชร์ 21 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นดูความคิดเห็นก่อนหน้าSuphathitihttps://code.org/minecraft​HOUROFCODE.COMPage Not FoundPage Not Found · แชร์ · 3 วัน · แก้ไขแล้วRobin Oudแรกๆ ผมก็เป็นครับ เคยอ่านหนังสือ เขาให้เขียน flowchart การทอดไข่ ผมยังเขียนไม่ได้เลย แต่พอทำงาน เราอยู่กับมันทุกวัน มันจะค่อยๆเก่งขึ้นเองครับ2 · แชร์ · 2 วัน,,ขอสอบถามค่ะ พอดีเพิ่งเริ่มเรียน coding แล้วรู้สึกว่าตัวเองมีปัญหากับขั้นตอนการคิดมากๆ คือพอตรงนี้ไม่ได้ ก็โค้ดไม่ได้ไปด้วย โจทย์ที่เวลาอาจารย์สั่ง พอเริ่มใช้สมการยากๆก็บอดเลยค่ะTT พี่ๆมีวิธีฝึกคิดกันยังไงบ้างหรอคะ;;,Patcharin Mangmalai,"178
ความคิดเห็น 90 รายการ
แชร์ 21 ครั้ง"
Karun Jaraslertsuwan ได้แชร์ลิงก์  · ===================================================================20 มกราคม เวลา 04:50 น.=======================  · สำหรับคนเริ่มสนใจการเขียนเว็บครับมีสารบัญกลับไปดู ถ้าใครอ่านแล้วงง comment บอกด้วยนะครับจะพยายามเพิ่มเติมเนื้อหาและปรับคำอธิบายครับoxygenyoyo.comPHP ตอนที่ 1 หลักการทำงานและพื้นฐานที่ควรรู้ - oxygenyoyoเริ่มต้น PHP ยังไง หลายคนเริ่มสนใจการเขียนโปรแกรมหรือเว็บไซต์แต่ไม่รู้จะเริ่มต้นอย่างไรนี้ บทความนี้จะปู.....17แชร์ 4 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็น,Karun Jaraslertsuwan,สำหรับคนเริ่มสนใจการเขียนเว็บครับมีสารบัญกลับไปดู ถ้าใครอ่านแล้วงง comment บอกด้วยนะครับจะพยายามเพิ่มเติมเนื้อหาและปรับคำอธิบายครับ,Karun Jaraslertsuwan ได้แชร์ลิงก์,"17
แชร์ 4 ครั้ง"
Investic ได้แชร์โพสต์  · ===================================================================20 มกราคม เวลา 04:50 น.=======================  · เรียนรู้ Function Rolling ผ่านการสร้าง Moving Average บน Time Series Data บอกเทรนด์ และ สร้างสัญญาณซื้อขายหุ้นสนุกๆ.การทำ Rolling คือสิ่งที่ต้องรู้ เพราะเราจะได้ใช้เทคนิคบ่อยมากเวลาจัดการกับ data ที่จะใส่เข้าโมเดล รวมไปถึงการสร้างโมเดล quant เบสิกๆ เหมือนอย่างเช่นโพสก่อนที่พูดถึง Rolling return และการหา Volatility ที่ถูกต้อง แต่แทนที่จะพูดถึงแบบน่าเบื่อๆ เรามาดูพร้อมประยุกต์ใช้กันสนุกๆไปเลยครับ.Moving Average(MA) คือเส้นค่าเฉลี่ยเคลื่อนที่ เป็นการคำนวณค่าเฉลี่ยของข้อมูล ท... ดูเพิ่มเติม1แชร์ 1 ครั้งถูกใจแสดงความคิดเห็นแชร์ความคิดเห็น,Investic,"เรียนรู้ Function Rolling ผ่านการสร้าง Moving Average บน Time Series Data บอกเทรนด์ และ สร้างสัญญาณซื้อขายหุ้นสนุกๆ
.
การทำ Rolling คือสิ่งที่ต้องรู้ เพราะเราจะได้ใช้เทคนิคบ่อยมากเวลาจัดการกับ data ที่จะใส่เข้าโมเดล รวมไปถึงการสร้างโมเดล quant เบสิกๆ เหมือนอย่างเช่นโพสก่อนที่พูดถึง Rolling return และการหา Volatility ที่ถูกต้อง แต่แทนที่จะพูดถึงแบบน่าเบื่อๆ เรามาดูพร้อมประยุกต์ใช้กันสนุกๆไปเลยครับ
.
Moving Average(MA) คือเส้นค่าเฉลี่ยเคลื่อนที่ เป็นการคำนวณค่าเฉลี่ยของข้อมูล ท... ดูเพิ่มเติม",Investic ได้แชร์โพสต์,"1
แชร์ 1 ครั้ง"
"Bon Prasertsuwan
18 ชม.
 
 · 
ถามตรงๆ เลยละกัน พี่ ๆ ที่เป็นโปรแกรเมอร์ปกตินอนวันละกี่ชั่วโมงครับ
113
ความคิดเห็น 116 รายการ
ถูกใจ
แสดงความคิดเห็น
แชร์
ความคิดเห็น
ดูความคิดเห็นก่อนหน้า
วรากร เลิศวัฒนพงศ์
วันธรรมดา 4-6 ครับ ถ้าได้หยุดก็ 10+
แชร์ · 1 ชม.
จิตรกร ปั้น
เขานอนกันด้วยหรอครับ พึ่งรู้
2
แชร์ · 36 นาที",,ถามตรงๆ เลยละกัน พี่ ๆ ที่เป็นโปรแกรเมอร์ปกตินอนวันละกี่ชั่วโมงครับ,Bon Prasertsuwan,"113
ความคิดเห็น 116 รายการ"
เจเจ โมดิฟาย  · ========2 ชม.==========  · พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????21 ความคิดเห็นถูกใจแสดงความคิดเห็นแชร์ความคิดเห็นBaze TheCreatorไม่เคยครับ ครอบครัวสนับสนุนในสิ่งที่ผมเลือกเสมอแต่ถ้าผมเจอ สิ่งที่จะทำต่อไปก็คงเป็นการพิสูจน์ตัวเอง หาเหตุผล และผลลัพธ์ที่จับต้องและมองเห็นได้ มารองรับเส้นทางที่เราเลือก โดยเริ่มจากเป้าหมายเล็ก ๆ ก่อนก็ได้... ดูเพิ่มเติม · แชร์ · 27 นาที,เจเจ โมดิฟาย,พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????พี่ๆคนไหนมีปัญหาครอบครัวเพราะ..เขียนโค๊ตหรือป่าวครับ????????,เจเจ โมดิฟาย,"2
1 ความคิดเห็น"
